date;userID;label
01/08/2009 18:40;23;endorses
01/08/2009 18:41;1831;endorses
01/08/2009 18:41;521;questions
01/08/2009 18:41;2275;questions
01/08/2009 18:41;435;endorses
01/08/2009 18:42;3087;endorses
01/08/2009 18:42;2044;endorses
01/08/2009 18:42;232;endorses
01/08/2009 18:42;587;questions
01/08/2009 18:43;395;questions
01/08/2009 18:43;1600;endorses
01/08/2009 18:43;2595;questions
01/08/2009 18:43;2390;endorses
01/08/2009 18:44;386;endorses
01/08/2009 18:44;2097;endorses
01/08/2009 18:44;3120;endorses
01/08/2009 18:44;312;denies
01/08/2009 18:44;972;questions
01/08/2009 18:45;3007;endorses
01/08/2009 18:46;149;endorses
01/08/2009 18:46;1717;endorses
01/08/2009 18:46;587;questions
01/08/2009 18:46;1684;endorses
01/08/2009 18:47;1460;endorses
01/08/2009 18:47;914;endorses
01/08/2009 18:47;2708;endorses
01/08/2009 18:48;1370;endorses
01/08/2009 18:49;2649;endorses
01/08/2009 18:49;1136;endorses
01/08/2009 18:49;1377;endorses
01/08/2009 18:49;163;endorses
01/08/2009 18:50;2625;questions
01/08/2009 18:50;2028;endorses
01/08/2009 18:50;2516;endorses
01/08/2009 18:51;2239;endorses
01/08/2009 18:51;2264;questions
01/08/2009 18:51;103;endorses
01/08/2009 18:52;1404;endorses
01/08/2009 18:52;1043;endorses
01/08/2009 18:52;348;endorses
01/08/2009 18:52;2134;endorses
01/08/2009 18:53;2212;endorses
01/08/2009 18:53;2785;endorses
01/08/2009 18:54;2505;endorses
01/08/2009 18:54;2040;questions
01/08/2009 18:54;3064;endorses
01/08/2009 18:55;463;endorses
01/08/2009 18:55;2011;endorses
01/08/2009 18:56;1286;endorses
01/08/2009 18:56;1753;endorses
01/08/2009 18:56;1054;endorses
01/08/2009 18:56;2420;endorses
01/08/2009 18:56;2053;denies
01/08/2009 18:57;2145;endorses
01/08/2009 18:58;2924;questions
01/08/2009 18:58;2852;endorses
01/08/2009 18:58;2508;endorses
01/08/2009 18:58;2986;endorses
01/08/2009 18:59;1822;questions
01/08/2009 18:59;1528;endorses
01/08/2009 18:59;1204;questions
01/08/2009 18:59;2196;endorses
01/08/2009 18:59;2405;questions
01/08/2009 18:59;516;endorses
01/08/2009 19:00;1734;denies
01/08/2009 19:00;2031;questions
01/08/2009 19:00;2005;questions
01/08/2009 19:00;1734;denies
01/08/2009 19:00;267;endorses
01/08/2009 19:01;918;endorses
01/08/2009 19:01;2495;questions
01/08/2009 19:01;571;endorses
01/08/2009 19:01;2613;endorses
01/08/2009 19:01;1299;neutral
01/08/2009 19:01;1384;questions
01/08/2009 19:02;210;questions
01/08/2009 19:02;459;endorses
01/08/2009 19:02;2523;endorses
01/08/2009 19:02;1631;endorses
01/08/2009 19:02;2115;endorses
01/08/2009 19:02;2925;endorses
01/08/2009 19:03;2111;endorses
01/08/2009 19:03;1083;endorses
01/08/2009 19:03;139;neutral
01/08/2009 19:03;530;questions
01/08/2009 19:03;2342;endorses
01/08/2009 19:03;1622;endorses
01/08/2009 19:04;94;questions
01/08/2009 19:04;2642;questions
01/08/2009 19:04;460;endorses
01/08/2009 19:04;3092;endorses
01/08/2009 19:04;577;endorses
01/08/2009 19:05;1042;endorses
01/08/2009 19:05;718;endorses
01/08/2009 19:05;2387;endorses
01/08/2009 19:05;341;endorses
01/08/2009 19:05;2382;questions
01/08/2009 19:05;2269;endorses
01/08/2009 19:06;2513;questions
01/08/2009 19:06;460;endorses
01/08/2009 19:06;1424;endorses
01/08/2009 19:07;1547;questions
01/08/2009 19:07;261;denies
01/08/2009 19:07;214;endorses
01/08/2009 19:07;1349;endorses
01/08/2009 19:07;561;endorses
01/08/2009 19:07;799;questions
01/08/2009 19:07;2294;questions
01/08/2009 19:08;2689;endorses
01/08/2009 19:08;1026;questions
01/08/2009 19:09;1002;endorses
01/08/2009 19:09;1777;endorses
01/08/2009 19:09;3021;questions
01/08/2009 19:09;2750;endorses
01/08/2009 19:09;2237;denies
01/08/2009 19:09;718;denies
01/08/2009 19:09;2198;questions
01/08/2009 19:10;460;endorses
01/08/2009 19:10;569;endorses
01/08/2009 19:10;2346;endorses
01/08/2009 19:10;714;endorses
01/08/2009 19:10;2581;endorses
01/08/2009 19:10;3130;questions
01/08/2009 19:11;1433;endorses
01/08/2009 19:11;1943;questions
01/08/2009 19:11;270;endorses
01/08/2009 19:11;1622;denies
01/08/2009 19:11;1527;questions
01/08/2009 19:11;2088;endorses
01/08/2009 19:11;2869;endorses
01/08/2009 19:11;894;endorses
01/08/2009 19:11;54;endorses
01/08/2009 19:11;1433;endorses
01/08/2009 19:11;2814;endorses
01/08/2009 19:12;966;questions
01/08/2009 19:12;54;endorses
01/08/2009 19:12;1910;endorses
01/08/2009 19:12;1573;endorses
01/08/2009 19:12;2074;endorses
01/08/2009 19:12;2557;endorses
01/08/2009 19:12;1914;endorses
01/08/2009 19:12;1729;endorses
01/08/2009 19:12;952;endorses
01/08/2009 19:12;8;denies
01/08/2009 19:13;2977;endorses
01/08/2009 19:13;818;endorses
01/08/2009 19:13;1212;endorses
01/08/2009 19:13;1457;denies
01/08/2009 19:13;320;questions
01/08/2009 19:13;1192;endorses
01/08/2009 19:13;810;endorses
01/08/2009 19:13;1221;questions
01/08/2009 19:13;966;questions
01/08/2009 19:14;1290;endorses
01/08/2009 19:14;2159;endorses
01/08/2009 19:14;1801;neutral
01/08/2009 19:14;63;endorses
01/08/2009 19:14;84;endorses
01/08/2009 19:14;3089;endorses
01/08/2009 19:14;356;endorses
01/08/2009 19:14;2487;questions
01/08/2009 19:15;539;endorses
01/08/2009 19:15;1063;endorses
01/08/2009 19:15;1184;denies
01/08/2009 19:15;1970;questions
01/08/2009 19:15;820;denies
01/08/2009 19:15;516;endorses
01/08/2009 19:16;909;endorses
01/08/2009 19:16;1580;endorses
01/08/2009 19:16;2394;endorses
01/08/2009 19:16;1805;endorses
01/08/2009 19:16;1985;questions
01/08/2009 19:16;492;denies
01/08/2009 19:17;1849;endorses
01/08/2009 19:17;2522;endorses
01/08/2009 19:17;1676;endorses
01/08/2009 19:17;1414;endorses
01/08/2009 19:17;331;questions
01/08/2009 19:17;265;denies
01/08/2009 19:18;36;endorses
01/08/2009 19:18;977;endorses
01/08/2009 19:18;1703;endorses
01/08/2009 19:18;2827;endorses
01/08/2009 19:18;743;denies
01/08/2009 19:18;516;denies
01/08/2009 19:18;1876;endorses
01/08/2009 19:18;2145;denies
01/08/2009 19:18;2498;endorses
01/08/2009 19:19;36;endorses
01/08/2009 19:19;2684;endorses
01/08/2009 19:19;1309;endorses
01/08/2009 19:19;702;endorses
01/08/2009 19:19;909;endorses
01/08/2009 19:19;2507;endorses
01/08/2009 19:19;2356;endorses
01/08/2009 19:19;337;denies
01/08/2009 19:19;404;endorses
01/08/2009 19:19;151;endorses
01/08/2009 19:19;3071;endorses
01/08/2009 19:19;1507;denies
01/08/2009 19:19;965;questions
01/08/2009 19:20;103;endorses
01/08/2009 19:20;2173;denies
01/08/2009 19:20;1495;endorses
01/08/2009 19:20;1504;endorses
01/08/2009 19:20;1539;endorses
01/08/2009 19:20;1728;endorses
01/08/2009 19:20;612;questions
01/08/2009 19:20;21;endorses
01/08/2009 19:20;224;denies
01/08/2009 19:20;1676;endorses
01/08/2009 19:20;1502;endorses
01/08/2009 19:21;2892;denies
01/08/2009 19:21;213;denies
01/08/2009 19:21;503;endorses
01/08/2009 19:21;2596;endorses
01/08/2009 19:21;1322;denies
01/08/2009 19:21;547;denies
01/08/2009 19:21;702;endorses
01/08/2009 19:21;198;denies
01/08/2009 19:21;1595;denies
01/08/2009 19:21;329;endorses
01/08/2009 19:22;561;denies
01/08/2009 19:22;516;denies
01/08/2009 19:22;1322;endorses
01/08/2009 19:22;126;endorses
01/08/2009 19:22;1101;endorses
01/08/2009 19:22;551;endorses
01/08/2009 19:22;1371;endorses
01/08/2009 19:22;753;endorses
01/08/2009 19:22;820;denies
01/08/2009 19:22;629;questions
01/08/2009 19:22;2522;endorses
01/08/2009 19:22;357;denies
01/08/2009 19:22;1008;endorses
01/08/2009 19:22;1700;endorses
01/08/2009 19:22;1957;questions
01/08/2009 19:22;2176;endorses
01/08/2009 19:23;572;questions
01/08/2009 19:23;1374;denies
01/08/2009 19:23;2985;endorses
01/08/2009 19:23;750;denies
01/08/2009 19:23;1276;endorses
01/08/2009 19:23;629;denies
01/08/2009 19:23;1161;denies
01/08/2009 19:23;594;endorses
01/08/2009 19:24;1427;endorses
01/08/2009 19:24;1648;questions
01/08/2009 19:24;2982;endorses
01/08/2009 19:24;2045;endorses
01/08/2009 19:24;1473;endorses
01/08/2009 19:24;771;denies
01/08/2009 19:24;509;denies
01/08/2009 19:24;132;endorses
01/08/2009 19:24;3136;endorses
01/08/2009 19:25;1348;endorses
01/08/2009 19:25;1706;endorses
01/08/2009 19:25;2474;endorses
01/08/2009 19:25;2072;endorses
01/08/2009 19:25;2609;endorses
01/08/2009 19:25;54;endorses
01/08/2009 19:25;2209;questions
01/08/2009 19:25;3125;endorses
01/08/2009 19:25;1669;endorses
01/08/2009 19:26;904;denies
01/08/2009 19:26;1431;endorses
01/08/2009 19:26;2336;endorses
01/08/2009 19:26;1670;endorses
01/08/2009 19:26;3066;denies
01/08/2009 19:26;330;denies
01/08/2009 19:26;41;endorses
01/08/2009 19:26;2769;endorses
01/08/2009 19:26;2617;denies
01/08/2009 19:26;2422;endorses
01/08/2009 19:26;2478;endorses
01/08/2009 19:26;1289;questions
01/08/2009 19:26;644;endorses
01/08/2009 19:26;192;endorses
01/08/2009 19:26;905;endorses
01/08/2009 19:26;668;endorses
01/08/2009 19:26;3093;denies
01/08/2009 19:26;2090;endorses
01/08/2009 19:27;685;endorses
01/08/2009 19:27;505;endorses
01/08/2009 19:27;1782;endorses
01/08/2009 19:27;503;denies
01/08/2009 19:27;2197;endorses
01/08/2009 19:27;1657;endorses
01/08/2009 19:27;779;endorses
01/08/2009 19:27;1501;questions
01/08/2009 19:27;1120;questions
01/08/2009 19:27;2882;denies
01/08/2009 19:27;163;denies
01/08/2009 19:27;1876;denies
01/08/2009 19:27;1437;endorses
01/08/2009 19:27;225;endorses
01/08/2009 19:27;2176;denies
01/08/2009 19:27;2564;denies
01/08/2009 19:27;371;endorses
01/08/2009 19:28;2474;endorses
01/08/2009 19:28;850;denies
01/08/2009 19:28;329;endorses
01/08/2009 19:28;829;questions
01/08/2009 19:28;1679;denies
01/08/2009 19:28;745;denies
01/08/2009 19:28;2561;endorses
01/08/2009 19:28;3023;endorses
01/08/2009 19:28;2504;denies
01/08/2009 19:29;3070;endorses
01/08/2009 19:29;551;endorses
01/08/2009 19:29;2212;denies
01/08/2009 19:29;212;endorses
01/08/2009 19:29;1995;endorses
01/08/2009 19:29;2709;endorses
01/08/2009 19:30;486;endorses
01/08/2009 19:30;1811;questions
01/08/2009 19:30;1252;denies
01/08/2009 19:30;312;denies
01/08/2009 19:30;1790;endorses
01/08/2009 19:30;790;endorses
01/08/2009 19:30;2194;questions
01/08/2009 19:30;858;endorses
01/08/2009 19:30;174;endorses
01/08/2009 19:30;2479;endorses
01/08/2009 19:30;162;denies
01/08/2009 19:30;2778;questions
01/08/2009 19:30;1322;denies
01/08/2009 19:30;3119;endorses
01/08/2009 19:30;1454;denies
01/08/2009 19:30;556;denies
01/08/2009 19:30;916;denies
01/08/2009 19:31;1721;endorses
01/08/2009 19:31;1255;endorses
01/08/2009 19:31;162;denies
01/08/2009 19:31;2963;questions
01/08/2009 19:31;901;endorses
01/08/2009 19:31;1073;questions
01/08/2009 19:31;637;endorses
01/08/2009 19:31;1078;endorses
01/08/2009 19:31;1929;endorses
01/08/2009 19:31;2676;endorses
01/08/2009 19:31;1688;endorses
01/08/2009 19:31;615;endorses
01/08/2009 19:32;1815;questions
01/08/2009 19:32;901;endorses
01/08/2009 19:32;367;denies
01/08/2009 19:32;337;denies
01/08/2009 19:32;1634;endorses
01/08/2009 19:32;1047;endorses
01/08/2009 19:32;1661;questions
01/08/2009 19:32;2176;denies
01/08/2009 19:32;2199;denies
01/08/2009 19:32;1420;denies
01/08/2009 19:32;1720;denies
01/08/2009 19:33;1743;denies
01/08/2009 19:33;2248;neutral
01/08/2009 19:33;1289;endorses
01/08/2009 19:33;1114;endorses
01/08/2009 19:33;2314;endorses
01/08/2009 19:33;2884;denies
01/08/2009 19:33;282;endorses
01/08/2009 19:33;2166;denies
01/08/2009 19:33;1625;endorses
01/08/2009 19:33;2939;endorses
01/08/2009 19:33;1365;endorses
01/08/2009 19:33;2778;questions
01/08/2009 19:33;503;denies
01/08/2009 19:33;1883;endorses
01/08/2009 19:34;832;endorses
01/08/2009 19:34;522;endorses
01/08/2009 19:34;1161;denies
01/08/2009 19:34;2140;endorses
01/08/2009 19:34;2579;endorses
01/08/2009 19:34;2285;endorses
01/08/2009 19:34;2303;endorses
01/08/2009 19:34;162;denies
01/08/2009 19:34;675;questions
01/08/2009 19:34;616;questions
01/08/2009 19:34;144;endorses
01/08/2009 19:34;75;denies
01/08/2009 19:35;337;denies
01/08/2009 19:35;551;questions
01/08/2009 19:35;895;endorses
01/08/2009 19:35;295;endorses
01/08/2009 19:35;2037;endorses
01/08/2009 19:35;2581;denies
01/08/2009 19:35;1735;endorses
01/08/2009 19:35;258;endorses
01/08/2009 19:35;219;endorses
01/08/2009 19:35;256;endorses
01/08/2009 19:36;1361;endorses
01/08/2009 19:36;208;denies
01/08/2009 19:36;2257;endorses
01/08/2009 19:36;932;questions
01/08/2009 19:36;3123;endorses
01/08/2009 19:36;213;denies
01/08/2009 19:36;1633;endorses
01/08/2009 19:37;2627;endorses
01/08/2009 19:37;1778;endorses
01/08/2009 19:37;2511;endorses
01/08/2009 19:37;3132;questions
01/08/2009 19:37;2006;endorses
01/08/2009 19:37;1131;endorses
01/08/2009 19:37;1894;endorses
01/08/2009 19:37;295;endorses
01/08/2009 19:37;1953;neutral
01/08/2009 19:37;1989;questions
01/08/2009 19:38;1470;neutral
01/08/2009 19:38;2981;questions
01/08/2009 19:38;2319;endorses
01/08/2009 19:38;2020;endorses
01/08/2009 19:38;2799;endorses
01/08/2009 19:39;220;endorses
01/08/2009 19:39;688;endorses
01/08/2009 19:39;2019;questions
01/08/2009 19:39;220;endorses
01/08/2009 19:39;1932;endorses
01/08/2009 19:39;1266;endorses
01/08/2009 19:39;2754;questions
01/08/2009 19:39;1101;denies
01/08/2009 19:40;2983;denies
01/08/2009 19:40;147;endorses
01/08/2009 19:40;2268;endorses
01/08/2009 19:40;2204;questions
01/08/2009 19:40;660;denies
01/08/2009 19:40;1419;endorses
01/08/2009 19:40;2584;endorses
01/08/2009 19:41;481;neutral
01/08/2009 19:41;842;endorses
01/08/2009 19:41;1903;endorses
01/08/2009 19:41;1140;questions
01/08/2009 19:41;1078;endorses
01/08/2009 19:42;264;questions
01/08/2009 19:42;1502;denies
01/08/2009 19:42;660;denies
01/08/2009 19:42;910;denies
01/08/2009 19:42;27;endorses
01/08/2009 19:42;3080;endorses
01/08/2009 19:42;2625;denies
01/08/2009 19:42;2550;denies
01/08/2009 19:42;364;endorses
01/08/2009 19:42;2273;denies
01/08/2009 19:42;2857;endorses
01/08/2009 19:43;256;questions
01/08/2009 19:43;93;endorses
01/08/2009 19:43;1711;questions
01/08/2009 19:43;2331;endorses
01/08/2009 19:43;514;neutral
01/08/2009 19:43;336;endorses
01/08/2009 19:43;2010;endorses
01/08/2009 19:43;1120;denies
01/08/2009 19:43;1997;denies
01/08/2009 19:44;496;endorses
01/08/2009 19:44;1134;questions
01/08/2009 19:44;343;endorses
01/08/2009 19:44;296;endorses
01/08/2009 19:45;2595;questions
01/08/2009 19:45;1693;endorses
01/08/2009 19:45;1865;endorses
01/08/2009 19:45;738;endorses
01/08/2009 19:45;635;endorses
01/08/2009 19:45;597;questions
01/08/2009 19:45;2970;questions
01/08/2009 19:45;1284;denies
01/08/2009 19:45;689;endorses
01/08/2009 19:46;2675;endorses
01/08/2009 19:46;1978;endorses
01/08/2009 19:46;18;endorses
01/08/2009 19:46;3029;endorses
01/08/2009 19:46;1022;neutral
01/08/2009 19:46;2665;endorses
01/08/2009 19:46;807;questions
01/08/2009 19:46;458;denies
01/08/2009 19:46;2292;endorses
01/08/2009 19:46;901;endorses
01/08/2009 19:46;829;denies
01/08/2009 19:46;213;denies
01/08/2009 19:47;2249;questions
01/08/2009 19:47;71;denies
01/08/2009 19:47;2341;denies
01/08/2009 19:47;649;denies
01/08/2009 19:47;618;endorses
01/08/2009 19:47;1189;endorses
01/08/2009 19:47;817;neutral
01/08/2009 19:48;839;endorses
01/08/2009 19:48;458;denies
01/08/2009 19:48;432;questions
01/08/2009 19:48;1428;denies
01/08/2009 19:48;597;questions
01/08/2009 19:48;712;endorses
01/08/2009 19:48;618;endorses
01/08/2009 19:48;1159;endorses
01/08/2009 19:48;1398;endorses
01/08/2009 19:48;2453;denies
01/08/2009 19:48;3067;endorses
01/08/2009 19:48;1675;endorses
01/08/2009 19:49;2700;endorses
01/08/2009 19:49;2447;endorses
01/08/2009 19:49;75;denies
01/08/2009 19:49;899;endorses
01/08/2009 19:49;1857;endorses
01/08/2009 19:49;1305;endorses
01/08/2009 19:49;2207;endorses
01/08/2009 19:49;641;endorses
01/08/2009 19:49;915;endorses
01/08/2009 19:49;1969;questions
01/08/2009 19:50;39;endorses
01/08/2009 19:50;2473;questions
01/08/2009 19:50;448;questions
01/08/2009 19:50;738;endorses
01/08/2009 19:50;211;denies
01/08/2009 19:50;432;questions
01/08/2009 19:50;2552;endorses
01/08/2009 19:50;121;endorses
01/08/2009 19:50;2896;endorses
01/08/2009 19:50;103;endorses
01/08/2009 19:50;103;endorses
01/08/2009 19:50;1981;endorses
01/08/2009 19:51;1868;questions
01/08/2009 19:51;2408;endorses
01/08/2009 19:51;2542;endorses
01/08/2009 19:51;2151;endorses
01/08/2009 19:51;2082;endorses
01/08/2009 19:51;1175;endorses
01/08/2009 19:51;75;denies
01/08/2009 19:52;2999;endorses
01/08/2009 19:52;1915;endorses
01/08/2009 19:52;2391;endorses
01/08/2009 19:52;2167;endorses
01/08/2009 19:52;2051;denies
01/08/2009 19:52;86;endorses
01/08/2009 19:52;1258;endorses
01/08/2009 19:52;2355;endorses
01/08/2009 19:52;2519;endorses
01/08/2009 19:52;2652;endorses
01/08/2009 19:52;1395;endorses
01/08/2009 19:52;1846;endorses
01/08/2009 19:52;1586;endorses
01/08/2009 19:53;1307;questions
01/08/2009 19:53;2384;questions
01/08/2009 19:53;2917;endorses
01/08/2009 19:53;2803;denies
01/08/2009 19:53;2598;neutral
01/08/2009 19:53;2044;denies
01/08/2009 19:53;2899;endorses
01/08/2009 19:54;2616;endorses
01/08/2009 19:54;796;questions
01/08/2009 19:54;2848;endorses
01/08/2009 19:54;1621;questions
01/08/2009 19:54;771;denies
01/08/2009 19:54;1430;denies
01/08/2009 19:54;1233;questions
01/08/2009 19:54;2575;endorses
01/08/2009 19:54;1121;endorses
01/08/2009 19:54;994;endorses
01/08/2009 19:54;1391;questions
01/08/2009 19:54;263;endorses
01/08/2009 19:54;3097;endorses
01/08/2009 19:54;2259;denies
01/08/2009 19:54;2840;endorses
01/08/2009 19:55;2044;denies
01/08/2009 19:55;2868;endorses
01/08/2009 19:55;301;endorses
01/08/2009 19:55;804;endorses
01/08/2009 19:55;1609;endorses
01/08/2009 19:55;1268;endorses
01/08/2009 19:55;495;endorses
01/08/2009 19:55;537;endorses
01/08/2009 19:55;2531;questions
01/08/2009 19:55;2980;endorses
01/08/2009 19:56;1829;questions
01/08/2009 19:56;1494;endorses
01/08/2009 19:56;684;endorses
01/08/2009 19:56;2828;endorses
01/08/2009 19:56;2228;endorses
01/08/2009 19:56;1510;questions
01/08/2009 19:56;604;denies
01/08/2009 19:56;3075;endorses
01/08/2009 19:56;57;endorses
01/08/2009 19:57;2586;endorses
01/08/2009 19:57;2386;endorses
01/08/2009 19:57;1641;questions
01/08/2009 19:57;573;endorses
01/08/2009 19:57;2441;denies
01/08/2009 19:57;1205;endorses
01/08/2009 19:57;2298;endorses
01/08/2009 19:57;2037;denies
01/08/2009 19:57;1623;denies
01/08/2009 19:57;73;endorses
01/08/2009 19:58;1623;denies
01/08/2009 19:58;243;endorses
01/08/2009 19:58;1604;denies
01/08/2009 19:58;141;denies
01/08/2009 19:58;2819;questions
01/08/2009 19:58;863;endorses
01/08/2009 19:58;1987;endorses
01/08/2009 19:58;1962;endorses
01/08/2009 19:58;496;denies
01/08/2009 19:58;2889;endorses
01/08/2009 19:58;253;endorses
01/08/2009 19:58;1999;questions
01/08/2009 19:58;1881;endorses
01/08/2009 19:58;754;endorses
01/08/2009 19:59;414;questions
01/08/2009 19:59;3133;endorses
01/08/2009 19:59;2087;denies
01/08/2009 19:59;3094;denies
01/08/2009 19:59;2537;endorses
01/08/2009 19:59;1931;endorses
01/08/2009 19:59;2631;endorses
01/08/2009 19:59;2674;endorses
01/08/2009 19:59;921;denies
01/08/2009 19:59;795;questions
01/08/2009 19:59;74;questions
01/08/2009 19:59;2358;denies
01/08/2009 20:00;1830;neutral
01/08/2009 20:00;1905;endorses
01/08/2009 20:00;652;endorses
01/08/2009 20:00;598;endorses
01/08/2009 20:00;94;questions
01/08/2009 20:00;2242;endorses
01/08/2009 20:00;2943;endorses
01/08/2009 20:00;2027;endorses
01/08/2009 20:01;2189;endorses
01/08/2009 20:01;281;endorses
01/08/2009 20:01;1715;questions
01/08/2009 20:01;2964;endorses
01/08/2009 20:01;545;endorses
01/08/2009 20:01;956;questions
01/08/2009 20:02;1277;endorses
01/08/2009 20:02;1021;endorses
01/08/2009 20:02;3019;endorses
01/08/2009 20:02;1010;endorses
01/08/2009 20:02;58;endorses
01/08/2009 20:02;162;denies
01/08/2009 20:02;2717;endorses
01/08/2009 20:02;45;endorses
01/08/2009 20:02;2241;questions
01/08/2009 20:02;243;denies
01/08/2009 20:02;1749;endorses
01/08/2009 20:02;2225;endorses
01/08/2009 20:02;2421;questions
01/08/2009 20:03;260;endorses
01/08/2009 20:03;696;endorses
01/08/2009 20:03;1836;endorses
01/08/2009 20:03;767;questions
01/08/2009 20:03;2238;endorses
01/08/2009 20:03;528;endorses
01/08/2009 20:03;2520;endorses
01/08/2009 20:04;157;endorses
01/08/2009 20:04;1967;endorses
01/08/2009 20:04;506;endorses
01/08/2009 20:04;1438;endorses
01/08/2009 20:04;2463;questions
01/08/2009 20:04;419;endorses
01/08/2009 20:04;585;questions
01/08/2009 20:04;45;denies
01/08/2009 20:04;230;endorses
01/08/2009 20:04;2185;endorses
01/08/2009 20:04;664;endorses
01/08/2009 20:04;2695;questions
01/08/2009 20:05;869;questions
01/08/2009 20:05;1947;endorses
01/08/2009 20:05;130;questions
01/08/2009 20:05;605;questions
01/08/2009 20:05;222;endorses
01/08/2009 20:05;1622;questions
01/08/2009 20:06;2763;endorses
01/08/2009 20:06;2227;questions
01/08/2009 20:06;2347;endorses
01/08/2009 20:06;130;denies
01/08/2009 20:06;108;endorses
01/08/2009 20:06;16;endorses
01/08/2009 20:06;1969;denies
01/08/2009 20:06;694;endorses
01/08/2009 20:06;2651;endorses
01/08/2009 20:07;1298;denies
01/08/2009 20:07;2225;denies
01/08/2009 20:07;1961;endorses
01/08/2009 20:07;2004;endorses
01/08/2009 20:07;55;endorses
01/08/2009 20:07;1358;endorses
01/08/2009 20:07;647;endorses
01/08/2009 20:07;1410;endorses
01/08/2009 20:08;160;questions
01/08/2009 20:08;2004;denies
01/08/2009 20:08;2126;endorses
01/08/2009 20:08;2099;denies
01/08/2009 20:08;520;endorses
01/08/2009 20:08;2469;endorses
01/08/2009 20:08;115;endorses
01/08/2009 20:08;2240;questions
01/08/2009 20:08;1115;endorses
01/08/2009 20:09;551;questions
01/08/2009 20:09;2403;endorses
01/08/2009 20:09;1374;denies
01/08/2009 20:09;2381;denies
01/08/2009 20:09;902;endorses
01/08/2009 20:09;2457;endorses
01/08/2009 20:09;726;endorses
01/08/2009 20:09;3046;endorses
01/08/2009 20:09;2491;endorses
01/08/2009 20:09;2488;endorses
01/08/2009 20:09;508;endorses
01/08/2009 20:10;2110;endorses
01/08/2009 20:10;1785;endorses
01/08/2009 20:10;1835;endorses
01/08/2009 20:10;1492;denies
01/08/2009 20:10;2483;denies
01/08/2009 20:10;2510;questions
01/08/2009 20:10;66;endorses
01/08/2009 20:10;937;endorses
01/08/2009 20:10;1535;endorses
01/08/2009 20:10;3036;denies
01/08/2009 20:11;258;questions
01/08/2009 20:11;436;endorses
01/08/2009 20:11;181;endorses
01/08/2009 20:11;290;questions
01/08/2009 20:11;2157;endorses
01/08/2009 20:11;944;endorses
01/08/2009 20:11;328;endorses
01/08/2009 20:11;455;endorses
01/08/2009 20:12;2541;endorses
01/08/2009 20:12;1238;questions
01/08/2009 20:12;2563;endorses
01/08/2009 20:12;238;endorses
01/08/2009 20:12;2731;endorses
01/08/2009 20:12;2345;endorses
01/08/2009 20:12;401;denies
01/08/2009 20:12;2295;questions
01/08/2009 20:13;1671;endorses
